year,exporter,importer,product,value_kusd,quantity_tonnes
1995,826,344,250410,2.768,0.144
1995,826,Hungary,250410,1.0,1.0
1995,826,352,250410,10.093,10.0
1995,826,Indonesia,250410,22.003,22.0
1995,826,372,250410,38.503,23.363
1995,826,Israel,250410,22.285,34.523
1995,826,Italy,250410,206.316,142.148
1995,826,Japan,250410,2.727,6.25
1995,826,Kenya,250410,102.016,2.375
1995,826,South Korea,250410,30.201,11.0
1995,826,434,250410,4.641,0.07
1995,826,Malaysia,250410,136.789,103.0
1995,826,480,250410,3.012,4.119
1995,826,490,250410,2.395,3.0
1995,826,512,250410,23.953,14.0
1995,826,Netherlands,250410,1.718,1.806
1995,826,554,250410,2.377,1.062
1995,826,Nigeria,250410,2.343,2.625
1995,826,579,250410,5.999,7.187
1995,826,Pakistan,250410,1.025,0.148
1995,826,Peru,250410,4.51,3.0
1995,826,Philippines,250410,1.805,2.0
1995,826,Poland,250410,60.021,59.191
1995,826,Portugal,250410,5.318,7.789
1995,826,Saudi Arabia,250410,56.543,47.965
1995,826,702,250410,11.259,5.536
1995,826,703,250410,0.93,0.016
1995,826,711,250410,60.843,36.167
1995,826,Spain,250410,66.39,143.424
1995,826,Sweden,250410,23.146,41.019
1995,826,757,250410,4.399,0.076
1995,826,760,250410,12.626,40.0
1995,826,Thailand,250410,11.874,5.919
1995,826,UAE,250410,56.93,32.175
1995,826,Turkey,250410,18.946,30.0
1995,826,USA,250410,79.006,14.06
1995,826,Venezuela,250410,11.002,18.617
1995,834,711,250410,1.77,2.0
1995,834,Turkey,250410,26.0,20.0
1995,USA,Argentina,250410,187.423,148.476
1995,USA,Australia,250410,37.199,25.066
1995,USA,Bangladesh,250410,8.306,124.082
1995,USA,058,250410,4.896,5.95
1995,USA,Brazil,250410,1274.217,1046.599
1995,USA,Canada,250410,2169.577,2781.615
1995,USA,Chile,250410,26.233,8.0
1995,USA,China,250410,9.679,4.937
1995,USA,Colombia,250410,50.256,42.174
1995,USA,Costa Rica,250410,1.581,0.222
1995,USA,Czech Republic,250410,20.135,10.875
1995,USA,Denmark,250410,32.418,33.414
1995,USA,214,250410,4.0,2.75
1995,USA,Ecuador,250410,5.436,9.062
1995,USA,251,250410,54.922,31.8
1995,USA,Germany,250410,38.893,29.842
1995,USA,Guatemala,250410,2.04,0.57
1995,USA,344,250410,13.443,4.0
1995,USA,372,250410,4.123,1.125
1995,USA,Italy,250410,340.656,382.827
1995,USA,Japan,250410,506.755,279.269
1995,USA,South Korea,250410,54.77,31.16
1995,USA,Malaysia,250410,112.758,82.734
1995,USA,Mexico,250410,670.629,607.689
1995,USA,490,250410,232.841,318.5
1995,USA,Netherlands,250410,80.416,72.813
1995,USA,558,250410,0.779,0.093
1995,USA,579,250410,82.622,7.0
1995,USA,Peru,250410,6.349,3.0
1995,USA,699,250410,15.517,18.557
1995,USA,702,250410,3.734,1.562
1995,USA,711,250410,76.267,23.64
1995,USA,Spain,250410,130.093,148.134
1995,USA,Sweden,250410,30.796,45.0
1995,USA,757,250410,6.042,4.562
1995,USA,Thailand,250410,22.396,14.25
1995,USA,826,250410,505.425,692.67
1995,USA,Venezuela,250410,402.489,234.935
1996,Argentina,Uruguay,250410,3.304,3.433
1996,Australia,China,250410,1.175,5.625
1996,Australia,242,250410,1.135,0.5
1996,Australia,Malaysia,250410,55.058,39.55
1996,Australia,554,250410,19.893,1.407
1996,040,Argentina,250410,10.656,19.07
1996,040,Australia,250410,8.69,4.0
1996,040,Brazil,250410,2.301,0.45
